(168, 185, 186)
(165, 187, 188)
(166, 188, 189)
(164, 188, 189)
(164, 188, 189)
(164, 187, 193)
(165, 188, 194)
(170, 192, 195)
(170, 192, 195)
(170, 192, 193)
(170, 192, 193)
(169, 192, 198)
(170, 193, 199)
(168, 195, 206)
(169, 196, 207)
(169, 203, 216)
(170, 204, 217)
(169, 205, 218)
(169, 205, 218)
(171, 208, 229)
(173, 210, 231)
(173, 210, 227)
(173, 210, 227)
(172, 211, 218)
(173, 212, 219)
(173, 212, 219)
(173, 212, 219)
(173, 211, 223)
(173, 211, 223)
(174, 207, 241)
(175, 208, 242)
(179, 214, 224)
(177, 212, 222)
(176, 210, 223)
(176, 210, 223)
(174, 209, 217)
(171, 206, 214)
(174, 204, 214)
(175, 205, 215)
(177, 204, 206)
(177, 204, 206)
(180, 206, 213)
(177, 203, 210)
(177, 206, 205)
(175, 204, 203)
(175, 207, 205)
(175, 207, 205)
(182, 205, 211)
(179, 202, 208)
(180, 206, 213)
(182, 208, 215)
(185, 208, 216)
(189, 212, 220)
(185, 216, 221)
(181, 212, 217)
(190, 214, 217)
(190, 214, 217)
(185, 209, 210)
(191, 215, 216)
(193, 217, 218)
(196, 220, 221)
(189, 226, 224)
(190, 227, 225)
(188, 223, 243)
(191, 226, 246)
(194, 229, 237)
(193, 228, 236)
(193, 229, 230)
(194, 230, 231)
(196, 232, 233)
(194, 230, 231)
(199, 232, 236)
(196, 229, 233)
(200, 232, 241)
(198, 230, 239)
(203, 227, 244)
(203, 227, 244)
(208, 221, 237)
(179, 192, 208)
(138, 145, 167)
(144, 151, 173)
(199, 210, 210)
(207, 218, 218)
(207, 219, 224)
(242, 254, 255)
(210, 210, 208)
(209, 209, 207)
(209, 208, 208)
(205, 204, 204)
(165, 146, 159)
(163, 144, 157)
(169, 136, 132)
(165, 132, 128)
(165, 128, 132)
(163, 126, 130)
(163, 124, 117)
(161, 122, 115)
(162, 120, 112)
(161, 119, 111)
(163, 116, 110)
(159, 112, 106)
(160, 111, 109)
(160, 111, 109)
(158, 108, 111)
(158, 108, 111)
(158, 108, 111)
(156, 106, 109)
(155, 104, 101)
(155, 104, 101)
(155, 105, 97)
(153, 103, 95)
(153, 102, 101)
(153, 102, 101)
(156, 102, 100)
(156, 102, 100)
(155, 101, 97)
(154, 100, 96)
(155, 99, 98)
(154, 98, 97)
(153, 98, 92)
(150, 95, 89)
(151, 97, 86)
(151, 97, 86)
(151, 94, 84)
(150, 93, 83)
(151, 93, 88)
(149, 91, 86)
(149, 90, 88)
(149, 90, 88)
(152, 92, 87)
(152, 92, 87)
(152, 92, 85)
(152, 92, 85)
(152, 92, 85)
(151, 91, 84)
(148, 88, 83)
(148, 88, 83)
(147, 87, 82)
(147, 87, 82)
(147, 87, 82)
(148, 88, 83)
(149, 87, 81)
(149, 87, 81)
(148, 87, 78)
(149, 88, 79)
(149, 87, 83)
(148, 86, 82)
(147, 88, 74)
(145, 86, 72)
(145, 87, 70)
(144, 86, 69)
(143, 86, 74)
(143, 86, 74)
(143, 86, 72)
(143, 86, 72)
(143, 87, 68)
(142, 86, 67)
(141, 84, 70)
(141, 84, 70)
(214, 243, 255)
(213, 242, 255)
(204, 242, 254)
(201, 239, 251)
(201, 234, 252)
(201, 234, 252)
(201, 235, 250)
(200, 234, 249)
(200, 238, 250)
(178, 216, 228)
(178, 201, 223)
(178, 201, 223)
(210, 230, 234)
(208, 228, 232)
(194, 221, 230)
(191, 218, 227)
(192, 222, 230)
(197, 227, 235)
(200, 232, 241)
(200, 232, 241)
(194, 233, 238)
(190, 229, 234)
(194, 227, 231)
(194, 227, 231)
(200, 231, 236)
(199, 230, 235)
(196, 231, 239)
(196, 231, 239)
(194, 226, 235)
(192, 224, 233)
(190, 226, 229)
(191, 227, 230)
(191, 222, 238)
(191, 222, 238)
(191, 223, 230)
(188, 220, 227)
(185, 217, 224)
(183, 215, 222)
(186, 215, 214)
(187, 216, 215)
(186, 213, 222)
(183, 210, 219)
(181, 210, 227)
(181, 210, 227)
(178, 209, 223)
(174, 205, 219)
(178, 208, 218)
(175, 205, 215)
(172, 202, 214)
(171, 201, 213)
(175, 200, 214)
(175, 200, 214)
(173, 197, 198)
(173, 197, 198)
(173, 196, 204)
(172, 195, 203)
(168, 195, 197)
(168, 195, 197)
(170, 194, 213)
(168, 192, 211)
(159, 183, 200)
(149, 173, 190)
(149, 170, 188)
(131, 152, 170)
(130, 137, 159)
(148, 155, 177)
(155, 167, 170)
(157, 169, 172)
(153, 173, 175)
(155, 175, 177)
(162, 186, 187)
(163, 187, 188)
(165, 186, 194)
(166, 187, 195)
(165, 189, 190)
(163, 187, 188)
(144, 166, 165)
(118, 140, 139)
(138, 146, 152)
(153, 161, 167)
(147, 164, 165)
(147, 164, 165)
(150, 177, 175)
(160, 187, 185)
(164, 188, 189)
(163, 187, 188)
(162, 189, 191)
(163, 190, 192)
(172, 194, 195)
(177, 199, 200)
(197, 193, 198)
(225, 221, 226)
(176, 191, 193)
(175, 190, 192)
(170, 194, 197)
(169, 193, 196)
(166, 189, 195)
(166, 189, 195)
(166, 190, 191)
(170, 194, 195)
(170, 194, 195)
(170, 194, 195)
(173, 197, 200)
(170, 194, 197)
(169, 193, 194)
(170, 194, 195)
(174, 196, 199)
(174, 196, 199)
(172, 195, 203)
(172, 195, 203)
(173, 196, 202)
(175, 198, 204)
(171, 193, 194)
(177, 199, 200)
(177, 199, 200)
(172, 194, 195)
(174, 196, 197)
(177, 199, 200)
(177, 199, 200)
(177, 199, 200)
(177, 200, 196)
(175, 198, 194)
(175, 198, 194)
(175, 198, 194)
(175, 197, 198)
(175, 197, 198)
(173, 197, 200)
(172, 196, 199)
(172, 196, 197)
(172, 196, 197)
(173, 197, 198)
(172, 196, 197)
(172, 194, 195)
(172, 194, 195)
(171, 193, 194)
(171, 193, 194)
(165, 189, 190)
(163, 187, 188)
(159, 183, 184)
(156, 180, 181)
(160, 182, 183)
(165, 187, 188)
(165, 187, 188)
(165, 187, 188)
(163, 184, 190)
(164, 185, 191)
(164, 186, 187)
(164, 186, 187)
(164, 187, 183)
(163, 186, 182)
(162, 187, 181)
(162, 187, 181)
(162, 187, 183)
(162, 187, 183)
(163, 187, 186)
(162, 186, 185)
(162, 186, 185)
(162, 186, 185)
(162, 186, 185)
(162, 186, 185)
(169, 186, 187)
(168, 185, 186)
(165, 187, 186)
(166, 188, 187)
(164, 188, 189)
(164, 188, 189)
(164, 187, 193)
(165, 188, 194)
(170, 192, 195)
(170, 192, 195)
(170, 192, 193)
(170, 192, 193)
(169, 193, 196)
(170, 194, 197)
(169, 194, 206)
(170, 195, 207)
(170, 201, 215)
(171, 202, 216)
(170, 204, 217)
(170, 204, 217)
(169, 206, 223)
(172, 209, 226)
(172, 210, 222)
(172, 210, 222)
(169, 208, 215)
(171, 210, 217)
(173, 210, 218)
(173, 210, 218)
(172, 208, 221)
(172, 208, 221)
(173, 207, 234)
(174, 208, 235)
(178, 210, 221)
(178, 210, 221)
(176, 210, 223)
(176, 210, 223)
(176, 208, 217)
(174, 206, 215)
(174, 204, 214)
(174, 204, 214)
(175, 203, 209)
(175, 203, 209)
(178, 204, 211)
(176, 202, 209)
(176, 205, 206)
(175, 204, 205)
(174, 206, 204)
(175, 207, 205)
(178, 205, 205)
(181, 208, 208)
(182, 208, 213)
(182, 208, 213)
(184, 207, 215)
(186, 209, 217)
(184, 212, 216)
(183, 211, 215)
(187, 211, 214)
(191, 215, 218)
(191, 215, 216)
(193, 217, 218)
(194, 218, 219)
(197, 221, 222)
(189, 226, 224)
(190, 227, 225)
(189, 225, 238)
(191, 227, 240)
(194, 230, 233)
(194, 230, 233)
(194, 230, 231)
(197, 233, 234)
(197, 234, 232)
(196, 233, 231)
(198, 232, 231)
(198, 232, 231)
(200, 235, 241)
(198, 233, 239)
(203, 230, 241)
(203, 230, 241)
(210, 227, 232)
(182, 199, 204)
(140, 148, 163)
(145, 153, 168)
(202, 211, 210)
(209, 218, 217)
(208, 220, 223)
(243, 255, 255)
(214, 214, 214)
(213, 213, 213)
(207, 203, 204)
(207, 203, 204)
(168, 147, 156)
(166, 145, 154)
(169, 136, 134)
(166, 133, 131)
(167, 128, 132)
(164, 125, 129)
(164, 125, 116)
(163, 124, 115)
(163, 122, 111)
(161, 120, 109)
(161, 118, 108)
(159, 116, 106)
(161, 112, 108)
(160, 111, 107)
(159, 109, 112)
(158, 108, 111)
(158, 108, 111)
(157, 107, 110)
(157, 106, 105)
(157, 106, 105)
(155, 105, 97)
(154, 104, 96)
(152, 101, 98)
(152, 101, 98)
(154, 100, 98)
(154, 100, 98)
(154, 100, 98)
(153, 99, 97)
(153, 97, 94)
(151, 95, 92)
(153, 98, 92)
(150, 95, 89)
(151, 97, 86)
(151, 97, 86)
(150, 92, 85)
(150, 92, 85)
(150, 92, 87)
(150, 92, 87)
(149, 90, 88)
(149, 90, 88)
(149, 91, 86)
(150, 92, 87)
(152, 92, 85)
(151, 91, 84)
(151, 91, 84)
(151, 91, 84)
(146, 88, 83)
(146, 88, 83)
(145, 87, 82)
(145, 87, 82)
(148, 88, 81)
(148, 88, 81)
(148, 89, 79)
(148, 89, 79)
(148, 87, 76)
(148, 87, 76)
(148, 86, 80)
(148, 86, 80)
(146, 87, 75)
(145, 86, 74)
(145, 86, 72)
(145, 86, 72)
(142, 85, 75)
(142, 85, 75)
(142, 85, 75)
(143, 86, 76)
(142, 85, 71)
(141, 84, 70)
(139, 82, 70)
(139, 82, 70)
(212, 242, 255)
(209, 239, 255)
(202, 239, 255)
(201, 238, 255)
(203, 236, 255)
(200, 233, 253)
(201, 232, 246)
(202, 233, 247)
(204, 238, 251)
(179, 213, 226)
(177, 197, 220)
(178, 198, 221)
(212, 231, 238)
(205, 224, 231)
(195, 219, 236)
(194, 218, 235)
(195, 222, 231)
(201, 228, 237)
(201, 233, 244)
(201, 233, 244)
(196, 233, 241)
(195, 232, 240)
(199, 229, 237)
(199, 229, 237)
(202, 227, 237)
(202, 227, 237)
(200, 230, 242)
(197, 227, 239)
(197, 224, 237)
(198, 225, 238)
(195, 225, 235)
(193, 223, 233)
(193, 222, 239)
(192, 221, 238)
(194, 220, 236)
(193, 219, 235)
(190, 217, 228)
(189, 216, 227)
(186, 216, 224)
(186, 216, 224)
(186, 213, 224)
(184, 211, 222)
(184, 207, 229)
(185, 208, 230)
(182, 207, 221)
(180, 205, 219)
(182, 207, 219)
(178, 203, 215)
(178, 204, 211)
(177, 203, 210)
(179, 201, 212)
(179, 201, 212)
(178, 202, 203)
(177, 201, 202)
(177, 200, 206)
(176, 199, 205)
(174, 201, 203)
(173, 200, 202)
(174, 198, 215)
(169, 193, 210)
(163, 185, 198)
(155, 177, 190)
(155, 177, 190)
(136, 158, 171)
(124, 144, 157)
(146, 166, 179)
(155, 175, 175)
(155, 175, 175)
(156, 178, 179)
(157, 179, 180)
(164, 188, 187)
(166, 190, 189)
(166, 189, 197)
(166, 189, 197)
(163, 192, 191)
(160, 189, 188)
(156, 185, 182)
(133, 162, 159)
(116, 138, 139)
(143, 165, 166)
(145, 167, 168)
(149, 171, 172)
(152, 176, 179)
(162, 186, 189)
(162, 191, 190)
(166, 195, 194)
(170, 194, 193)
(170, 194, 193)
(173, 193, 195)
(176, 196, 198)
(229, 225, 230)
(248, 244, 249)
(192, 193, 193)
(192, 193, 193)
(171, 195, 198)
(175, 199, 202)
(172, 196, 197)
(170, 194, 195)
(175, 199, 200)
(171, 195, 196)
(171, 195, 198)
(175, 199, 202)
(170, 193, 199)
(173, 196, 202)
(173, 197, 198)
(176, 200, 201)
(176, 200, 203)
(175, 199, 202)
(175, 198, 206)
(176, 199, 207)
(176, 200, 203)
(175, 199, 202)
(178, 202, 205)
(173, 197, 200)
(175, 199, 202)
(177, 201, 204)
(176, 200, 203)
(177, 201, 204)
(180, 204, 205)
(177, 201, 202)
(175, 202, 200)
(175, 202, 200)
(175, 203, 198)
(176, 204, 199)
(175, 204, 201)
(174, 203, 200)
(174, 203, 202)
(173, 202, 201)
(175, 199, 200)
(176, 200, 201)
(177, 201, 202)
(175, 199, 200)
(173, 195, 196)
(172, 194, 195)
(172, 194, 195)
(172, 194, 195)
(170, 192, 193)
(165, 187, 188)
(159, 183, 184)
(159, 183, 184)
(161, 183, 184)
(167, 189, 190)
(165, 187, 188)
(164, 186, 187)
(162, 186, 187)
(162, 186, 187)
(162, 186, 185)
(162, 186, 185)
(162, 187, 181)
(162, 187, 181)
(163, 188, 180)
(163, 188, 180)
(164, 187, 181)
(164, 187, 181)
(165, 187, 186)
(165, 187, 186)
(165, 187, 186)
(165, 187, 186)
(165, 188, 184)
(165, 188, 184)
(167, 187, 187)
(166, 186, 186)
(165, 187, 186)
(166, 188, 187)
(164, 188, 189)
(164, 188, 189)
(165, 189, 192)
(165, 189, 192)
(168, 192, 195)
(168, 192, 195)
(168, 192, 193)
(168, 192, 193)
(169, 193, 196)
(170, 194, 197)
(168, 193, 203)
(169, 194, 204)
(168, 198, 208)
(170, 200, 210)
(171, 203, 214)
(171, 203, 214)
(169, 203, 216)
(171, 205, 218)
(170, 207, 215)
(169, 206, 214)
(171, 206, 212)
(172, 207, 213)
(172, 206, 219)
(172, 206, 219)
(174, 205, 219)
(174, 205, 219)
(174, 205, 221)
(176, 207, 223)
(174, 206, 217)
(176, 208, 219)
(177, 209, 218)
(176, 208, 217)
(174, 206, 217)
(174, 206, 217)
(175, 205, 213)
(174, 204, 212)
(175, 202, 213)
(176, 203, 214)
(177, 205, 209)
(177, 205, 209)
(177, 205, 209)
(176, 204, 208)
(177, 209, 209)
(177, 209, 209)
(180, 209, 208)
(182, 211, 210)
(184, 210, 215)
(183, 209, 214)
(183, 210, 219)
(184, 211, 220)
(187, 212, 222)
(188, 213, 223)
(189, 215, 222)
(189, 215, 222)
(191, 214, 220)
(194, 217, 223)
(191, 219, 223)
(195, 223, 227)
(192, 228, 231)
(196, 232, 235)
(192, 229, 237)
(194, 231, 239)
(197, 232, 238)
(197, 232, 238)
(196, 233, 239)
(198, 235, 241)
(198, 236, 239)
(198, 236, 239)
(200, 236, 237)
(200, 236, 237)
(202, 239, 247)
(199, 236, 244)
(201, 231, 241)
(203, 233, 243)
(211, 231, 233)
(192, 212, 214)
(139, 154, 160)
(140, 155, 161)
(202, 211, 210)
(210, 219, 218)
(208, 221, 221)
(242, 255, 255)
(214, 215, 217)
(212, 213, 215)
(213, 207, 211)
(214, 208, 212)
(173, 152, 157)
(167, 146, 151)
(170, 136, 137)
(168, 134, 135)
(171, 130, 135)
(165, 124, 129)
(165, 126, 117)
(165, 126, 117)
(166, 125, 114)
(161, 120, 109)
(161, 118, 108)
(160, 117, 107)
(161, 114, 110)
(158, 111, 107)
(160, 110, 113)
(158, 108, 111)
(158, 108, 111)
(158, 108, 111)
(158, 107, 106)
(157, 106, 105)
(157, 106, 101)
(155, 104, 99)
(153, 102, 97)
(153, 102, 97)
(155, 101, 99)
(155, 101, 99)
(154, 100, 98)
(154, 100, 98)
(154, 99, 93)
(154, 99, 93)
(154, 99, 93)
(151, 96, 90)
(151, 96, 90)
(151, 96, 90)
(151, 93, 88)
(151, 93, 88)
(151, 93, 88)
(150, 92, 87)
(149, 91, 86)
(150, 92, 87)
(150, 92, 87)
(150, 92, 87)
(152, 92, 85)
(152, 92, 85)
(151, 91, 86)
(151, 91, 86)
(148, 90, 85)
(146, 88, 83)
(146, 88, 83)
(146, 88, 83)
(148, 89, 79)
(148, 89, 79)
(148, 89, 75)
(148, 89, 75)
(148, 87, 74)
(148, 87, 74)
(148, 87, 76)
(148, 87, 76)
(146, 87, 75)
(146, 87, 75)
(145, 86, 74)
(145, 86, 74)
(145, 85, 78)
(145, 85, 78)
(145, 85, 78)
(145, 85, 78)
(144, 85, 73)
(144, 85, 73)
(143, 84, 74)
(141, 82, 72)
(209, 239, 255)
(208, 238, 255)
(203, 238, 255)
(202, 237, 255)
(205, 235, 255)
(202, 232, 253)
(202, 231, 246)
(204, 233, 248)
(204, 233, 248)
(182, 211, 226)
(178, 198, 223)
(180, 200, 225)
(210, 231, 237)
(203, 224, 230)
(190, 216, 234)
(191, 217, 235)
(197, 225, 231)
(202, 230, 236)
(201, 233, 242)
(202, 234, 243)
(198, 235, 243)
(197, 234, 242)
(200, 230, 238)
(200, 230, 238)
(202, 230, 236)
(202, 230, 236)
(199, 231, 240)
(199, 231, 240)
(199, 231, 240)
(198, 230, 239)
(196, 228, 235)
(193, 225, 232)
(191, 225, 240)
(190, 224, 239)
(193, 222, 237)
(192, 221, 236)
(192, 221, 236)
(191, 220, 235)
(186, 220, 233)
(185, 219, 232)
(183, 218, 226)
(184, 219, 227)
(188, 213, 236)
(186, 211, 234)
(184, 209, 221)
(184, 209, 221)
(184, 211, 222)
(181, 208, 219)
(182, 210, 214)
(180, 208, 212)
(180, 205, 215)
(181, 206, 216)
(180, 207, 209)
(178, 205, 207)
(176, 202, 207)
(175, 201, 206)
(174, 203, 204)
(174, 203, 204)
(174, 199, 213)
(174, 199, 213)
(170, 193, 201)
(165, 188, 196)
(165, 186, 192)
(142, 163, 169)
(128, 153, 163)
(150, 175, 185)
(156, 180, 179)
(158, 182, 181)
(162, 186, 187)
(163, 187, 188)
(169, 196, 194)
(170, 197, 195)
(170, 196, 201)
(169, 195, 200)
(167, 196, 197)
(165, 194, 195)
(165, 197, 195)
(158, 190, 188)
(123, 147, 148)
(125, 149, 150)
(145, 172, 172)
(147, 174, 174)
(150, 173, 179)
(157, 180, 186)
(159, 193, 188)
(165, 199, 194)
(173, 198, 194)
(175, 200, 196)
(179, 199, 201)
(180, 200, 202)
(246, 245, 247)
(254, 253, 255)
(209, 200, 201)
(201, 192, 193)
(176, 203, 203)
(174, 201, 201)
(172, 196, 197)
(177, 201, 202)
(176, 200, 203)
(177, 201, 204)
(179, 203, 204)
(178, 202, 203)
(177, 201, 202)
(177, 201, 202)
(177, 200, 206)
(178, 201, 207)
(178, 202, 205)
(178, 202, 205)
(178, 202, 203)
(179, 203, 204)
(180, 204, 205)
(180, 204, 205)
(175, 202, 202)
(180, 207, 207)
(180, 207, 209)
(177, 204, 206)
(180, 204, 207)
(182, 206, 209)
(183, 207, 208)
(184, 208, 209)
(183, 207, 206)
(182, 206, 205)
(178, 206, 201)
(178, 206, 201)
(178, 206, 199)
(178, 206, 199)
(180, 208, 203)
(180, 208, 203)
(182, 206, 207)
(180, 204, 205)
(180, 204, 205)
(177, 201, 202)
(180, 200, 200)
(180, 200, 200)
(178, 198, 200)
(174, 194, 196)
(173, 193, 195)
(172, 192, 194)
(167, 189, 190)
(165, 187, 188)
(164, 186, 187)
(166, 188, 189)
(165, 187, 186)
(165, 187, 186)
(163, 187, 186)
(162, 186, 185)
(161, 186, 182)
(162, 187, 183)
(163, 188, 182)
(163, 188, 182)
(165, 188, 182)
(164, 187, 181)
(164, 187, 183)
(164, 187, 183)
(165, 187, 186)
(165, 187, 186)
(165, 187, 186)
(165, 187, 186)
(165, 188, 184)
(165, 188, 184)
(167, 187, 187)
(166, 186, 186)
(165, 187, 186)
(166, 188, 187)
(164, 188, 189)
(165, 189, 190)
(165, 189, 192)
(166, 190, 193)
(168, 192, 193)
(168, 192, 193)
(168, 192, 193)
(169, 193, 194)
(169, 193, 194)
(170, 194, 195)
(168, 194, 201)
(168, 194, 201)
(168, 195, 206)
(169, 196, 207)
(168, 198, 206)
(170, 200, 208)
(170, 202, 213)
(171, 203, 214)
(169, 205, 208)
(169, 205, 208)
(171, 203, 210)
(172, 204, 211)
(173, 204, 218)
(173, 204, 218)
(172, 204, 215)
(172, 204, 215)
(173, 205, 214)
(174, 206, 215)
(174, 204, 212)
(175, 205, 213)
(177, 208, 213)
(174, 205, 210)
(174, 204, 214)
(175, 205, 215)
(175, 206, 211)
(174, 205, 210)
(173, 203, 213)
(173, 203, 213)
(175, 207, 207)
(175, 207, 207)
(175, 206, 209)
(175, 206, 209)
(177, 209, 209)
(178, 210, 210)
(182, 210, 214)
(184, 212, 216)
(184, 209, 219)
(184, 209, 219)
(185, 215, 227)
(185, 215, 227)
(187, 209, 224)
(189, 211, 226)
(187, 214, 225)
(187, 214, 225)
(191, 214, 222)
(197, 220, 228)
(193, 226, 230)
(194, 227, 231)
(196, 231, 237)
(197, 232, 238)
(196, 233, 241)
(198, 235, 243)
(201, 236, 246)
(203, 238, 248)
(202, 238, 251)
(203, 239, 252)
(204, 241, 251)
(203, 240, 250)
(206, 241, 249)
(207, 242, 250)
(203, 241, 253)
(202, 240, 252)
(203, 238, 248)
(204, 239, 249)
(213, 237, 238)
(206, 230, 231)
(139, 159, 161)
(138, 158, 160)
(207, 215, 219)
(213, 221, 225)
(209, 226, 227)
(239, 255, 255)
(212, 217, 224)
(210, 215, 222)
(214, 208, 214)
(215, 209, 215)
(176, 159, 158)
(166, 149, 148)
(171, 142, 141)
(167, 138, 137)
(173, 132, 135)
(170, 129, 132)
(166, 127, 120)
(165, 126, 119)
(166, 124, 118)
(163, 121, 115)
(161, 117, 112)
(161, 117, 112)
(161, 114, 112)
(158, 111, 109)
(158, 110, 113)
(156, 108, 111)
(158, 108, 111)
(158, 108, 111)
(159, 108, 107)
(158, 107, 106)
(157, 106, 101)
(157, 106, 101)
(154, 104, 96)
(154, 104, 96)
(155, 101, 97)
(155, 101, 97)
(155, 99, 96)
(155, 99, 96)
(155, 100, 94)
(155, 100, 94)
(154, 99, 91)
(153, 98, 90)
(153, 98, 92)
(151, 96, 90)
(150, 95, 89)
(149, 94, 88)
(149, 94, 88)
(149, 94, 88)
(148, 93, 87)
(148, 93, 87)
(150, 92, 87)
(150, 92, 87)
(150, 92, 87)
(150, 92, 87)
(150, 92, 87)
(149, 91, 86)
(148, 90, 85)
(146, 88, 83)
(146, 88, 81)
(146, 88, 81)
(148, 91, 79)
(148, 91, 79)
(150, 91, 77)
(148, 89, 75)
(148, 87, 74)
(148, 87, 74)
(148, 87, 74)
(147, 86, 73)
(146, 87, 75)
(146, 87, 75)
(146, 87, 77)
(146, 87, 77)
(145, 85, 78)
(145, 85, 78)
(145, 85, 78)
(145, 85, 78)
(145, 86, 76)
(145, 86, 76)
(144, 85, 73)
(144, 85, 73)
(211, 245, 255)
(211, 245, 255)
(205, 240, 255)
(202, 237, 255)
(204, 238, 253)
(203, 237, 252)
(205, 237, 246)
(206, 238, 247)
(206, 238, 247)
(181, 213, 222)
(180, 204, 221)
(182, 206, 223)
(206, 233, 233)
(205, 232, 232)
(192, 223, 237)
(194, 225, 239)
(203, 230, 232)
(207, 234, 236)
(206, 239, 243)
(206, 239, 243)
(206, 238, 245)
(203, 235, 242)
(202, 233, 236)
(201, 232, 235)
(202, 230, 234)
(203, 231, 235)
(203, 234, 239)
(203, 234, 239)
(197, 232, 238)
(197, 232, 238)
(199, 232, 236)
(196, 229, 233)
(193, 227, 240)
(193, 227, 240)
(195, 226, 240)
(193, 224, 238)
(192, 224, 235)
(191, 223, 234)
(188, 225, 235)
(188, 225, 235)
(184, 222, 225)
(187, 225, 228)
(188, 217, 232)
(187, 216, 231)
(189, 217, 223)
(188, 216, 222)
(186, 217, 220)
(186, 217, 220)
(185, 218, 220)
(184, 217, 219)
(185, 215, 223)
(186, 216, 224)
(187, 215, 219)
(182, 210, 214)
(181, 209, 213)
(184, 212, 216)
(180, 212, 212)
(184, 216, 216)
(182, 210, 216)
(180, 208, 214)
(180, 204, 207)
(179, 203, 206)
(176, 196, 198)
(144, 164, 166)
(137, 158, 164)
(171, 192, 198)
(175, 192, 193)
(178, 195, 196)
(170, 192, 193)
(173, 195, 196)
(174, 203, 200)
(179, 208, 205)
(174, 202, 206)
(175, 203, 207)
(171, 203, 203)
(173, 205, 205)
(173, 202, 201)
(173, 202, 201)
(157, 181, 182)
(128, 152, 153)
(143, 170, 172)
(150, 177, 179)
(154, 178, 179)
(157, 181, 182)
(166, 193, 191)
(173, 200, 198)
(177, 202, 198)
(180, 205, 201)
(180, 203, 199)
(186, 209, 205)
(254, 250, 251)
(255, 253, 254)
(216, 212, 213)
(210, 206, 207)
(186, 210, 211)
(184, 208, 209)
(179, 208, 207)
(182, 211, 210)
(180, 207, 209)
(180, 207, 209)
(182, 209, 209)
(182, 209, 209)
(183, 210, 210)
(185, 212, 212)
(187, 214, 216)
(182, 209, 211)
(180, 209, 208)
(183, 212, 211)
(187, 215, 210)
(185, 213, 208)
(184, 211, 209)
(185, 212, 210)
(187, 214, 214)
(185, 212, 212)
(187, 214, 214)
(189, 216, 216)
(190, 217, 217)
(185, 212, 212)
(186, 210, 211)
(191, 215, 216)
